kode_bps,nama_bps,kode_dagri,nama_dagri,level
7210010001,KALAMANTA,72.10.07.2002,KALAMANTA,desa
7210010002,MAMU,72.10.07.2003,MAMU,desa
7210010003,BANASU,72.10.07.2008,BANASU,desa
7210010004,MAPAHI,72.10.07.2007,MAPAHI,desa
7210010005,PEANA,72.10.07.2004,PEANA,desa
7210010006,MORUI,72.10.07.2011,MORUI,desa
7210010007,KANTEWU,72.10.07.2005,KANTEWU,desa
7210010008,LAWE,72.10.07.2010,LAWE,desa
7210010009,LONE BASA,72.10.07.2009,LONEBASA,desa
7210010010,ONU,72.10.07.2006,ONU,desa
7210010011,KOJA,72.10.07.2001,KOJA,desa
7210010012,KANTEWU II,72.10.07.2012,KANTEWU II,desa
7210010013,PORELEA,72.10.07.2013,PORELEA,desa
7210010014,MASEWO,72.10.07.2018,MASEWO,desa
7210010015,TUWO TANIJAYA,72.10.07.2014,TUWO TANIJAYA,desa
7210010016,PELEMPEA,72.10.07.2015,PELEMPEA,desa
7210010017,PULOROA,72.10.07.2017,POLUROA,desa
7210010018,MORUI II,72.10.07.2016,MORUI II,desa
7210010019,PORELEA II,72.10.07.2019,PORELEA II,desa
7210020001,MOA,72.10.06.2010,MOA,desa
7210020002,PILI MAKUJAWA,72.10.06.2009,PILIMAKUJAWA,desa
7210020003,LEMPELERO,72.10.06.2001,LEMPELERO,desa
7210020004,GIMPU,72.10.06.2002,GIMPU,desa
7210020005,TOMUA,72.10.06.2003,TOMUA,desa
7210020006,TOMPI BUGIS,72.10.06.2004,TOMPI BUGIS,desa
7210020007,LAWUA,72.10.06.2005,LAWUA,desa
7210020008,WATUKILO,72.10.06.2006,WATUKILO,desa
7210020009,SALUTOME,72.10.06.2007,SALUTOME,desa
7210020010,O'O,72.10.06.2008,O'O PARESE,desa
7210020011,PALAMAKI,72.10.06.2012,PALAMAKI,desa
7210020012,WANGKA,72.10.06.2011,WANGKA,desa
7210030001,SIWONGI,72.10.05.2001,SIWONGI,desa
7210030002,BANGGAIBA,72.10.05.2002,BANGGAIBA,desa
7210030003,RANTEWULU,72.10.05.2006,RANTEWULU,desa
7210030004,TOWULU,72.10.05.2007,TOWULU,desa
7210030005,WINATU,72.10.05.2008,WINATU,desa
7210030006,LONCA,72.10.05.2005,LONCA,desa
7210030007,BOLADANGKO,72.10.05.2004,BOLADANGKO,desa
7210030008,TANGKULOWI,72.10.05.2003,TANGKULOWI,desa
7210030009,SALUA,72.10.05.2013,SALUA,desa
7210030010,NAMO,72.10.05.2014,NAMO,desa
7210030011,BOLAPAPU,72.10.05.2010,BOLAPAPU,desa
7210030012,SUNGKU,72.10.05.2009,SUNGKU,desa
7210030013,MATAUE,72.10.05.2011,MATAUE,desa
7210030014,TORO,72.10.05.2012,TORO,desa
7210030015,POLEROA MAKUHI,72.10.05.2016,POLEROA MAKUHI,desa
7210030016,MARENA,72.10.05.2015,MARENA,desa
7210040001,PURO'O,72.10.04.2001,PUROO,desa
7210040002,LANGKO,72.10.04.2002,LANGKO,desa
7210040003,TOMADO,72.10.04.2003,TOMADO,desa
7210040004,ANCA,72.10.04.2004,ANCA,desa
