kode_bps,nama_bps,kode_dagri,nama_dagri,level
7314010001,CENRANA,73.14.01.2010,CENRANA,desa
7314010002,BAPANGI,73.14.01.2008,BAPANGI,desa
7314010003,WANIO TIMORENG,73.14.01.2005,WANIO TIMORENG,desa
7314010004,WANIO,73.14.01.2004,WANIO,desa
7314010005,BILOKKA,73.14.01.1001,BILOKKA,desa
7314010006,CORAWALI,73.14.01.2006,CORAWALI,desa
7314010007,LISE,73.14.01.2007,LISE,desa
7314010008,ALLESALEWOE,73.14.01.2009,ALESALEWO,desa
7314010009,LAJONGA,73.14.01.1003,LAJONGA,desa
7314010010,WETTEE,73.14.01.1002,WETEE,desa
7314020001,TEPPO,73.14.02.2009,TEPPO,desa
7314020002,MASSEPE,73.14.02.1002,MESSAPE,desa
7314020004,PAJALELE,73.14.02.1004,PAJALELE,desa
7314020005,POLEWALI,73.14.02.2008,POLEWALI,desa
7314020006,TETEAJI,73.14.02.2007,TETEAJI,desa
7314020007,AMPARITA,73.14.02.1001,AMPARITA,desa
7314020008,BAULA,73.14.02.1005,BAULA,desa
7314020009,TODANG PULU,73.14.02.1003,TODDANG PULU,desa
7314020010,ARATENG,73.14.02.1006,ARATENG,desa
7314030001,MATTIROTASI,73.14.03.2009,MATTIROTASI,desa
7314030002,BUAE,73.14.03.2008,BUAE,desa
7314030003,LAINUNGAN,73.14.03.2006,LAINUNGAN,desa
7314030004,LAWAWOI,73.14.03.1001,LAWAWOI,desa
7314030005,BANGKAI,73.14.03.1003,BANGKAI,desa
7314030006,ULUALE,73.14.03.1004,ULUALE,desa
7314030007,ARAWA,73.14.03.1002,ARAWA,desa
7314030008,BATULAPPA,73.14.03.1005,BATU LAPPA,desa
7314030009,CIRO-CIROE,73.14.03.2010,CIRO-CIROE,desa
7314030010,CARAWALI,73.14.03.2007,CARAWALI,desa
7314040001,MANISA,73.14.04.1004,MAMMINASAE,desa
7314040002,PANRENG,73.14.04.1003,BENTENG,desa
7314040004,BARANTI,73.14.04.1001,BARANTI,desa
7314040005,SIPODECENG,73.14.04.2007,SIPODECENG,desa
7314040006,PASSENO,73.14.04.2006,PASSENO,desa
7314040007,DUAMPANUA,73.14.04.1002,DUAMPANUA,desa
7314040008,TONRONGE,73.14.04.2008,TONRONGE,desa
7314040009,TONRONG RIJANG,73.14.04.2009,TONRONG RIJANG,desa
7314050001,KADIDI,73.14.05.1004,KADIDI,desa
7314050002,MACORAWALIE,73.14.05.1003,MACCORAWALIE,desa
7314050003,TIMORENG PANUA,73.14.05.2005,TIMORENG PANUA,desa
7314050004,CIPOTAKARI,73.14.05.2008,CIPOTAKARI,desa
7314050005,BULO,73.14.05.2007,BULO,desa
7314050006,BULO WATTANG,73.14.05.2006,BULO WATTANG,desa
7314050007,LALEBATA,73.14.05.1002,LELEBATA,desa
