kode_bps,nama_bps,kode_dagri,nama_dagri,level
3505140001,KLEMUNAN,35.05.17.1006,KLEMUNAN,desa
3505140002,WLINGI,35.05.17.1004,WLINGI,desa
3505140003,TANGKIL,35.05.17.1003,TANGKIL,desa
3505140004,BERU,35.05.17.1001,BERU,desa
3505140005,BABADAN,35.05.17.1002,BABADAN,desa
3505140006,TEMBALANG,35.05.17.2005,TEMBALANG,desa
3505140007,NGADIRENGGO,35.05.17.2007,NGADIRENGGO,desa
3505140008,TEGALASRI,35.05.17.2008,TEGALASRI,desa
3505140009,BALEREJO,35.05.17.2009,BALEREJO,desa
3505150001,SUMBERAGUNG,35.05.15.2001,SUMBERAGUNG,desa
3505150002,GONDANG,35.05.15.2005,GONDANG,desa
3505150003,KOTES,35.05.15.2003,KOTES,desa
3505150004,TAMBAKAN,35.05.15.2006,TAMBAKAN,desa
3505150005,BUTUN,35.05.15.2008,BUTUN,desa
3505150006,GANDUSARI,35.05.15.2007,GANDUSARI,desa
3505150007,SUKOSEWU,35.05.15.2004,SUKOSEWU,desa
3505150008,GADUNGAN,35.05.15.2002,GADUNGAN,desa
3505150009,NGARINGAN,35.05.15.2009,NGARINGAN,desa
3505150010,SOSO,35.05.15.2010,SOSO,desa
3505150011,SLUMBUNG,35.05.15.2011,SLUMBUNG,desa
3505150012,SEMEN,35.05.15.2012,SEMEN,desa
3505150013,TULUNGREJO,35.05.15.2013,TULUNGREJO,desa
3505150014,KRISIK,35.05.15.2014,KRISIK,desa
3505160001,POJOK,35.05.11.2001,POJOK,desa
3505160002,SUMBERDIREN,35.05.11.1002,SUMBERDIREN,desa
3505160003,GARUM,35.05.11.1004,GARUM,desa
3505160004,TINGAL,35.05.11.2005,TINGAL,desa
3505160005,BENCE,35.05.11.1006,BENCE,desa
3505160006,TAWANGSARI,35.05.11.1003,TAWANGSARI,desa
3505160007,SLOROK,35.05.11.2007,SLOROK,desa
3505160008,SIDODADI,35.05.11.2008,SIDODADI,desa
3505160009,KARANGREJO,35.05.11.2009,KARANGREJO,desa
3505170001,BANGSRI,35.05.09.2005,BANGSRI,desa
3505170002,JIWUT,35.05.09.2010,JIWUT,desa
3505170003,KRENCENG,35.05.09.2008,KRENCENG,desa
3505170004,KEMLOKO,35.05.09.2006,KEMLOKO,desa
3505170005,DAYU,35.05.09.2004,DAYU,desa
3505170006,NGORAN,35.05.09.2003,NGORAN,desa
3505170007,NGLEGOK,35.05.09.1009,NGLEGOK,desa
3505170008,MODANGAN,35.05.09.2011,MODANGAN,desa
3505170009,PENATARAN,35.05.09.2007,PENATARAN,desa
3505170010,KEDAWUNG,35.05.09.2002,KEDAWUNG,desa
3505170011,SUMBERASRI,35.05.09.2001,SUMBERASRI,desa
3505180001,PLOSOARANG,35.05.07.2012,PLOSOARANG,desa
3505180002,TULISKRIYO,35.05.07.2008,TULISKRIYO,desa
3505180003,BENDOWULUNG,35.05.07.2007,BENDOWULUNG,desa
3505180004,PURWOREJO,35.05.07.2006,PURWOREJO,desa
3505180005,BENDOSARI,35.05.07.2002,BENDOSARI,desa
3505180006,SANANKULON,35.05.07.2004,SANANKULON,desa
3505180007,KALIPUCUNG,35.05.07.2001,KALIPUCUNG,desa
3505180008,SUMBER,35.05.07.2003,SUMBER,desa
3505180009,SUMBERJO,35.05.07.2009,SUMBERJO,desa
3505180010,JEDING,35.05.07.2011,JEDING,desa
3505180011,GLEDUG,35.05.07.2010,GLEDUG,desa
3505180012,SUMBERINGIN,35.05.07.2005,SUMBERINGIN,desa
3505190001,BENDO,35.05.06.2011,BENDO,desa
3505190002,JATILENGGER,35.05.06.2010,JATILENGGER,desa
3505190003,MALIRAN,35.05.06.2013,MALIRAN,desa
3505190004,KAWEDUSAN,35.05.06.2009,KAWEDUSAN,desa
3505190005,LANGON,35.05.06.2002,LANGON,desa
3505190006,DADAPLANGU,35.05.06.2001,DADAPLANGU,desa
3505190007,KEBONDUREN,35.05.06.2005,KEBONDUREN,desa
3505190008,POJOK,35.05.06.2008,POJOK,desa
3505190009,PONGGOK,35.05.06.2007,PONGGOK,desa
3505190010,KARANGBENDO,35.05.06.2015,KARANGBENDO,desa
3505190011,CANDIREJO,35.05.06.2014,CANDIREJO,desa
3505190012,BACEM,35.05.06.2006,BACEM,desa
3505190013,RINGINANYAR,35.05.06.2004,RINGINANYAR,desa
3505190014,GEMBONGAN,35.05.06.2003,GEMBONGAN,desa
3505190015,SIDOREJO,35.05.06.2012,SIDOREJO,desa
3505200001,PURWOKERTO,35.05.03.2006,PURWOKERTO,desa
3505200002,SELOKAJANG,35.05.03.2015,SELOKAJANG,desa
3505200003,NGAGLIK,35.05.03.2016,NGAGLIK,desa
3505200004,MARON,35.05.03.2011,MARON,desa
3505200005,PAKISREJO,35.05.03.2005,PAKISREJO,desa
3505200006,KARANGGAYAM,35.05.03.2001,KARANGGAYAM,desa
3505200007,KERJEN,35.05.03.2003,KERJEN,desa
3505200008,WONOREJO,35.05.03.2008,WONOREJO,desa
3505200009,KAUMAN,35.05.03.1010,KAUMAN,desa
3505200010,KANDANGAN,35.05.03.2013,KANDANGAN,desa
3505200011,KENDALREJO,35.05.03.2014,KENDALREJO,desa
3505200012,DANDONG,35.05.03.1009,DANDONG,desa
3505200013,BAGELENAN,35.05.03.2012,BAGELENAN,desa
3505200014,SRENGAT,35.05.03.1007,SRENGAT,desa
3505200015,TOGOGAN,35.05.03.1004,TOGOGAN,desa
3505200016,DERMOJAYAN,35.05.03.2002,DERMOJAYAN,desa
3505210001,GANDEKAN,35.05.01.2009,GANDEKAN,desa
3505210002,KUNIR,35.05.01.2010,KUNIR,desa
3505210003,KOLOMAYAN,35.05.01.2011,KOLOMAYAN,desa
3505210004,PIKATAN,35.05.01.2008,PIKATAN,desa
3505210005,WONODADI,35.05.01.2005,WONODADI,desa
3505210006,KALIBOTO,35.05.01.2004,KALIBOTO,desa
3505210007,REJOSARI,35.05.01.2003,REJOSARI,desa
3505210008,TAWANGREJO,35.05.01.2006,TAWANGREJO,desa
3505210009,KEBONAGUNG,35.05.01.2007,KEBONAGUNG,desa
