kode_bps,nama_bps,kode_dagri,nama_dagri,level
8205032001,KATANA,82.03.12.2004,KATANA,desa
8205032002,GONGA,82.03.12.2005,GONGA,desa
8205032003,METI,82.03.12.2003,METI,desa
8205032004,MAWEA,82.03.12.2002,MAWEA,desa
8205032005,TODOKUIHA,82.03.12.2006,TODOKUIHA,desa
8205032006,YARO,82.03.12.2001,YARO,desa
8205040018,GAMSUNGI,82.03.05.2004,GAMSUNGI,desa
8205040019,KUMO,82.03.05.2013,KUMO,desa
8205040020,GURA,82.03.05.2005,GURA,desa
8205040021,KAKARA,82.03.05.2012,KAKARA,desa
8205040022,WARI,82.03.05.2006,WARI,desa
8205040023,MKCM,82.03.05.2018,MKCM,desa
8205040024,RAWAJAYA,82.03.05.2015,RAWAJAYA,desa
8205040025,GOSOMA,82.03.05.2014,GOSOMA,desa
8205040026,WARI INO,82.03.05.2025,WARI INO,desa
8205040032,TAGALAYA,82.03.05.2024,TAGALAYA,desa
8205041001,KALIUPA,82.03.11.2006,KALI UPA,desa
8205041002,UPA,82.03.11.2001,UPA,desa
8205041003,PITU,82.03.11.2002,PITU,desa
8205041004,LINA INO,82.03.11.2007,LINA INO,desa
8205041005,KALIPITU,82.03.11.2005,KALIPITU,desa
8205041006,W K O,82.03.11.2004,WKO,desa
8205041007,MAHIA,82.03.11.2008,MAHIA (WOSIA TENGAH),desa
8205041008,WOSIA,82.03.11.2003,WOSIA,desa
8205041009,TANJUNG NIARA,82.03.11.2009,TANJUNG NIARA (WOSIA SELATAN),desa
8205042001,GORUA SELATAN,82.03.10.2006,GORUA SELATAN,desa
8205042002,GORUA,82.03.10.2001,GORUA,desa
8205042003,GORUA UTARA,82.03.10.2007,GORUA UTARA,desa
8205042004,POPILO,82.03.10.2002,POPILO,desa
8205042005,POPILO UTARA,82.03.10.2004,POPILO UTARA,desa
8205042006,KOKOTA JAYA,82.03.10.2008,KOKOTA JAYA,desa
8205042007,RUKO,82.03.10.2009,RUKO,desa
8205042008,LUARI,82.03.10.2003,LUARI,desa
8205042009,TOLONUO SELATAN,82.03.10.2010,TOLONUA SELATAN,desa
8205042010,TOLONUO,82.03.10.2005,TOLONUO,desa
8205050005,MAMUYA,82.03.04.2003,MAMUYA,desa
8205050006,PUNE,82.03.04.2002,PUNE,desa
8205050007,SOA SIO,82.03.04.2001,SOA-SIO,desa
8205050008,TOWEKA,82.03.04.2016,TOWEKA,desa
8205050009,BARATAKU,82.03.04.2031,BARATAKU,desa
8205050010,TOWARA,82.03.04.2032,TOWARA,desa
8205050011,SIMAU,82.03.04.2024,SIMAU,desa
8205051001,BALE,82.03.16.2005,BALE,desa
8205051002,ORI,82.03.16.2007,ORI,desa
8205051003,IGOBULA,82.03.16.2004,IGOBULA,desa
8205051004,SOAKONORA,82.03.16.2003,SOAKONORA,desa
8205051005,TOGAWA,82.03.16.2002,TOGAWA,desa
8205051006,TOGAWA BESI,82.03.16.2006,TOGAWABESI,desa
8205051007,SEKI,82.03.16.2001,SEKI,desa
8205052001,SAMUDA,82.03.14.2008,SAMUDA,desa
8205052002,SOATOBARU,82.03.14.2001,SOATOBARU,desa
8205052003,ROKO,82.03.14.2007,ROKO,desa
8205052004,DOKULAMO,82.03.14.2002,DOKULAMO,desa
8205052005,KIRA,82.03.14.2009,KIRA,desa
8205052006,DUMA,82.03.14.2003,DUMA,desa
8205052007,GOTALAMO,82.03.14.2004,GOTALAMO,desa
8205052008,MAKETE,82.03.14.2005,MAKETE,desa
8205052009,NGIDIHO,82.03.14.2006,NGIDIHO,desa
8205053001,LIMAU,82.03.15.2001,LIMAU,desa
8205053002,LALONGA,82.03.15.2002,LALONGA,desa
8205053003,BOBI SINGO,82.03.15.2003,BOBISINGO,desa
8205053004,DODOWO,82.03.15.2008,DODOWO,desa
8205053005,SALIMULI,82.03.15.2004,SALIMULI,desa
8205053006,TUTUMALOLEO,82.03.15.2005,TUTUMALOLEO,desa
8205053007,TOGASA,82.03.15.2009,TOGASA,desa
8205053008,SALUTA,82.03.15.2006,SALUTA,desa
8205053009,PELITA,82.03.15.2011,PELITA,desa
8205053010,BERINGIN JAYA,82.03.15.2010,BERINGIN JAYA,desa
8205053011,JERE,82.03.15.2007,JERE,desa
8205053012,JERE TUA,82.03.15.2012,JERE TUA,desa
8205060001,APULEA,82.03.09.2002,APULE,desa
8205060002,ASIMIRO,82.03.09.2003,ASIMIRO,desa
8205060003,DOTIA,82.03.09.2004,DOITIA,desa
8205060004,NGAJAM,82.03.09.2005,NGAJAM,desa
8205060005,DORUME,82.03.09.2001,DORUME,desa
8205060006,KAILUPA,82.03.09.2006,KAILUPA,desa
8205060007,GISIK,82.03.09.2007,GISIK,desa
8205060008,KAPA KAPA,82.03.09.2008,KAPA KAPA,desa
8205060009,POCAO,82.03.09.2009,PACAO,desa
8205060010,TATE,82.03.09.2010,TATE,desa
8205060011,SUPU,82.03.09.2012,SUPU,desa
8205060012,POSI POSI,82.03.09.2011,POSI- POSI,desa
8205060013,MOMOJIU,82.03.09.2028,MOMOJIU,desa
8205060014,WORIMOI,82.03.09.2026,WORI MOI,desa
8205060015,GALAO,82.03.09.2023,GALAO,desa
8205060016,TERU TERU,82.03.09.2024,TERU-TERU,desa
8205060017,PODOL,82.03.09.2027,PODOL,desa
8205060018,IGO,82.03.09.2022,IGO,desa
8205061001,TOBO TOBO,82.03.19.2009,TOBO TOBO,desa
8205061002,FITAKO,82.03.19.2008,FITAKO,desa
8205061003,DEDETA,82.03.19.2007,DEDETA,desa
8205061004,DAGASULI,82.03.19.2006,DAGASULI,desa
8205061005,JIKOLAMO,82.03.19.2005,JIKOLAMO,desa
8205061006,TUA KARA,82.03.19.2004,TUAKARA,desa
8205061007,DAMA,82.03.19.2002,DAMA,desa
8205061008,DOWONGGILA,82.03.19.2003,DOWONGGILA,desa
