kode_bps,nama_bps,kode_dagri,nama_dagri,level
3404110001,WEDOMARTANI,34.04.11.2004,WEDOMARTANI,desa
3404110002,UMBULMARTANI,34.04.11.2005,UMBULMARTANI,desa
3404110003,WIDODO MARTANI,34.04.11.2003,WIDODOMARTANI,desa
3404110004,BIMO MARTANI,34.04.11.2002,BIMOMARTANI,desa
3404110005,SINDUMARTANI,34.04.11.2001,SINDUMARTANI,desa
3404120001,SARI HARJO,34.04.12.2001,SARIHARJO,desa
3404120002,SINDUHARJO,34.04.12.2003,SINDUHARJO,desa
3404120003,MINOMARTANI,34.04.12.2002,MINOMARTANI,desa
3404120004,SUKO HARJO,34.04.12.2004,SUKOHARJO,desa
3404120005,SARDONOHARJO,34.04.12.2005,SARDONOHARJO,desa
3404120006,DONOHARJO,34.04.12.2006,DONOHARJO,desa
3404130001,CATUR HARJO,34.04.13.2001,CATURHARJO,desa
3404130002,TRIHARJO,34.04.13.2002,TRIHARJO,desa
3404130003,TRIDADI,34.04.13.2003,TRIDADI,desa
3404130004,PANDOWO HARJO,34.04.13.2004,PANDOWOHARJO,desa
3404130005,TRI MULYO,34.04.13.2005,TRIMULYO,desa
3404140001,BANYU REJO,34.04.14.2001,BANYUREJO,desa
3404140002,TAMBAK REJO,34.04.14.2002,TAMBAKREJO,desa
3404140003,SUMBER REJO,34.04.14.2003,SUMBERREJO,desa
3404140004,PONDOK REJO,34.04.14.2004,PONDOKREJO,desa
3404140005,MORO REJO,34.04.14.2005,MOROREJO,desa
3404140006,MARGO REJO,34.04.14.2006,MARGOREJO,desa
3404140007,LUMBUNG REJO,34.04.14.2007,LUMBUNGREJO,desa
3404140008,MERDIKO REJO,34.04.14.2008,MERDIKOREJO,desa
3404150001,BANGUN KERTO,34.04.15.2001,BANGUNKERTO,desa
3404150002,DONOKERTO,34.04.15.2002,DONOKERTO,desa
3404150003,GIRI KERTO,34.04.15.2003,GIRIKERTO,desa
3404150004,WONO KERTO,34.04.15.2004,WONOKERTO,desa
3404160001,PURWO BINANGUN,34.04.16.2001,PURWOBINANGUN,desa
3404160002,CANDI BINANGUN,34.04.16.2002,CANDIBINANGUN,desa
3404160003,HARJO BINANGUN,34.04.16.2003,HARJOBINANGUN,desa
3404160004,PAKEM BINANGUN,34.04.16.2004,PAKEMBINANGUN,desa
3404160005,HARGO BINANGUN,34.04.16.2005,HARGOBINANGUN,desa
3404170001,WUKIR SARI,34.04.17.2002,WUKIRSARI,desa
3404170002,ARGO MULYO,34.04.17.2001,ARGOMULYO,desa
3404170003,GLAGAH HARJO,34.04.17.2003,GLAGAHARJO,desa
3404170004,KEPUH HARJO,34.04.17.2004,KEPUHARJO,desa
3404170005,UMBUL HARJO,34.04.17.2005,UMBULHARJO,desa
