kode_bps,nama_bps,kode_dagri,nama_dagri,level
9418015001,WULUK,91.14.43.2001,WULUK,desa
9418015002,WENGGUN,91.14.43.2002,WENGGUN,desa
9418015003,POSMAN,91.14.43.2003,POSMAN,desa
9418015004,KOGAGI,91.14.43.2007,KOGAGI,desa
9418015005,TIONGGI,91.14.43.2004,TIYONGGI,desa
9418015006,YELI,91.14.43.2005,YELLY,desa
9418015007,AGIN,91.14.43.2006,AGIN,desa
9418015008,WAMIGI,91.14.43.2009,WAMIGI,desa
9418015009,KOLANGGUN,91.14.43.2010,KOLANGGUN,desa
9418015010,YEBENA,91.14.43.2008,YEBENA,desa
9418016001,BOGONUK,91.14.44.2001,BOGONUK,desa
9418016002,ANDOMAK,91.14.44.2010,ANDOMAK,desa
9418016003,WISMAN,91.14.44.2002,WISMAN,desa
9418016004,PABA,91.14.44.2003,PABA,desa
9418016005,EWAN,91.14.44.2004,EWAN,desa
9418016006,WUMELAK,91.14.44.2005,WUMELAK,desa
9418016007,WALELO,91.14.44.2006,WALELO,desa
9418016008,LAURA,91.14.44.2007,LAURA,desa
9418016009,TALINAMBER,91.14.44.2008,TALINAMBER,desa
9418016010,ALINDUDA,91.14.44.2009,ALIDUDA,desa
9418020019,KARUBAGA,91.14.01.1001,KARUBAGA,desa
9418020020,MOLERA,91.14.01.2070,MOLERA,desa
9418020030,KOGIMAGE,91.14.01.2010,KOGIMAGI,desa
9418020038,AMPERA,91.14.01.2039,AMPERA,desa
9418020041,GININGGADONAK,91.14.01.2067,GININGGADONAK,desa
9418020042,DANGGULURIK,91.14.01.2068,DANGGULURIK,desa
9418020043,GURIKME,91.14.01.2069,GURIKME,desa
9418020044,LIRAK,91.14.01.2059,LIRAK,desa
9418020045,KIMOBUR,91.14.01.2060,KIMOBUR,desa
9418020046,MUARA,91.14.01.2012,MUARA,desa
9418020047,KURAGE PURA,91.14.01.2061,KURAGEPURA,desa
9418020048,KIRANAGE,91.14.01.2062,KIRANAGE,desa
9418020049,NALORINI,91.14.01.2071,NALORINI,desa
9418020050,BILEME,91.14.01.2072,BELEME,desa
9418020051,GURIKAGEWAK,91.14.01.2073,GURIKAGEWA,desa
9418020052,LUWIK,91.14.01.2064,LUWIK,desa
9418020055,ELSADAI,91.14.01.2054,ELSADAI,desa
9418020056,EBENHAISER,91.14.01.2055,EBENHAISER,desa
9418020057,KOLILAN,91.14.01.2056,KOLILAN,desa
9418020059,KULUNAME,91.14.01.2058,KULONAME,desa
9418020060,PULANGGUN,91.14.01.2074,PULANGGUN,desa
9418020062,LONGGOALOME,91.14.01.2076,LOSMEN,desa
9418021001,DOGE,91.14.05.2008,DOGE,desa
9418021002,TIRI,91.14.05.2028,TIRI,desa
9418021003,YEMARIMA,91.14.05.2003,YEMARIMA,desa
9418021004,DUGI,91.14.05.2007,DUGI,desa
9418021005,TIGIKUN,91.14.05.2004,TIGIKUN,desa
9418021009,GOYAGE,91.14.05.2001,GOYAGE,desa
9418021010,BENARI,91.14.05.2018,BENARI,desa
9418021011,WIJAMURIK,91.14.05.2019,WIJAMURIK,desa
9418021012,TIGIR,91.14.05.2029,TIGIR,desa
9418021013,BOPA,91.14.05.2030,BOPA,desa
9418021014,ANGKASA,91.14.05.2031,ANGKASA,desa
9418021015,GILOK,91.14.05.2032,GILOK,desa
9418021016,WOJI,91.14.05.2021,WOJI,desa
9418021017,MAMPULAGA,91.14.05.2022,MAMPULAGA,desa
9418021018,TIDUR MABUK,91.14.05.2023,TIDUR MABUK,desa
9418021019,BINI,91.14.05.2024,BINI,desa
9418021020,DIDELONIK,91.14.05.2025,DIDELONIK,desa
9418021021,KUMBUR,91.14.05.2026,KUMBU,desa
9418021022,PEKO,91.14.05.2027,PEKO,desa
9418022002,AROMBOK,91.14.06.2004,AROMBOK,desa
9418022003,WURINERI,91.14.06.2001,WURINERI,desa
9418022007,POKEGI,91.14.06.2003,POKEGI,desa
9418022011,ENANAGI,91.14.06.2011,ENANAGI,desa
9418022012,KERIBAGA,91.14.06.2019,KERIBAGA,desa
9418022014,PINDAK,91.14.06.2015,PINDAK,desa
9418022015,GILOPAGA,91.14.06.2016,GILOPAGA,desa
9418022016,WONA,91.14.06.2021,WONA,desa
9418022017,NUMBOBOTON,91.14.06.2022,NUMBUBOTON,desa
9418023001,ARULO,91.14.12.2002,ARULO,desa
9418023002,KONDA,91.14.12.2001,KONDA,desa
9418023005,MANDURA,91.14.12.2010,MANDURA,desa
9418023006,MOWILOME,91.14.12.2011,MOWILOME,desa
9418023007,ARUMAGI,91.14.12.2012,ARUMAGI,desa
9418023010,GIMO,91.14.12.2015,GIMO,desa
9418023011,SILABULO,91.14.12.2017,SILABULO,desa
